ddid,tid,did
15295,99,224
15296,45,224
15297,69,224
15298,32,224
15299,10,224
15300,16,224
15301,101,224
15302,78,224
15303,49,224
15304,12,224
15305,79,224
15306,62,224
15307,95,224
15308,11,224
15309,40,224
15310,3,224
15311,96,224
15312,83,224
15313,14,224
15314,60,224
15315,84,224
15316,46,224
15317,92,224
15318,2,224
15319,98,224
15320,4,224
15321,61,224
15322,34,224
15323,22,224
15324,83,652
15325,27,652
15326,100,652
15327,71,652
15328,47,652
15329,69,652
15330,88,652
15331,21,652
15332,46,652
15333,96,652
15334,6,652
15335,91,652
15336,90,652
15337,82,652
15338,74,652
15339,30,652
15340,15,652
15341,20,652
15342,22,652
15343,38,652
15344,0,652
15345,35,652
15346,26,652
15347,40,652
15348,78,652
15349,3,652
15350,37,652
15351,10,652
15352,59,652
15353,5,652
15354,67,652
15355,99,652
15356,81,652
15357,4,652
15358,42,652
15359,61,652
15360,9,652
15361,84,767
15362,19,767
15363,59,767
15364,101,767
15365,88,767
15366,35,767
15367,96,767
15368,94,767
15369,29,767
15370,79,767
15371,28,767
15372,27,767
15373,15,767
15374,93,767
15375,62,767
15376,2,767
15377,25,767
15378,83,767
15379,26,767
15380,74,767
15381,13,767
15382,91,767
15383,52,767
15384,54,767
15385,95,767
15386,47,767
15387,76,578
15388,24,578
15389,86,578
15390,36,578
15391,70,578
15392,80,578
15393,55,578
15394,67,84
15395,72,84
15396,10,84
15397,93,84
15398,37,84
15399,62,84
15400,28,84
15401,40,84
15402,58,84
15403,1,84
15404,2,84
15405,45,84
15406,19,84
15407,5,84
15408,90,84
15409,14,84
15410,95,84
15411,34,84
15412,82,84
15413,77,84
15414,97,84
15415,52,84
15416,69,84
15417,51,84
15418,0,84
15419,13,84
15420,17,84
15421,8,84
15422,29,84
15423,30,84
15424,16,84
15425,60,84
15426,56,84
15427,20,955
15428,97,955
15429,30,955
15430,14,955
15431,81,955
15432,32,955
15433,48,955
15434,45,955
15435,79,955
15436,11,955
15437,59,955
15438,60,955
15439,74,955
15440,35,955
15441,72,955
15442,8,955
15443,21,955
15444,56,955
15445,34,955
15446,84,955
15447,17,955
15448,101,955
15449,67,955
15450,77,955
15451,15,955
15452,88,955
15453,63,955
15454,7,955
15455,85,955
15456,38,955
15457,96,955
15458,68,955
15459,75,955
15460,42,955
15461,95,955
15462,54,955
15463,29,955
15464,58,955
15465,16,955
15466,83,238
15467,27,238
15468,100,238
15469,71,238
15470,47,238
15471,69,238
15472,88,238
15473,21,238
15474,46,238
15475,96,238
15476,6,238
15477,91,238
15478,90,238
15479,82,238
15480,74,238
15481,30,238
15482,15,238
15483,20,238
15484,22,238
15485,38,238
15486,0,238
15487,35,238
15488,26,238
15489,40,238
15490,78,238
15491,3,238
15492,37,238
15493,10,238
15494,59,238
15495,5,238
15496,67,238
15497,99,238
15498,81,238
15499,4,238
15500,42,238
15501,61,238
15502,9,238
15503,76,487
15504,24,487
15505,86,487
15506,36,487
15507,70,487
15508,80,487
15509,55,487
15510,33,208
15511,50,208
15512,57,208
15513,66,208
15514,65,208
15515,31,208
15516,73,208
15517,18,208
15518,41,208
15519,43,208
15520,53,208
15521,64,208
15522,87,208
15523,89,208
15524,44,208
15525,22,841
15526,88,841
15527,72,841
15528,13,841
15529,91,841
15530,62,841
15531,35,841
15532,74,841
15533,16,841
15534,23,841
15535,2,841
15536,45,841
15537,32,841
15538,63,841
15539,11,841
15540,77,841
15541,61,841
15542,84,841
15543,39,841
15544,5,841
15545,26,841
15546,58,841
15547,27,841
15548,21,841
15549,96,841
15550,97,841
15551,101,841
15552,92,841
15553,12,841
15554,93,841
15555,85,841
15556,14,841
15557,17,841
15558,51,841
15559,83,841
15560,0,841
15561,81,880
15562,58,880
15563,63,880
15564,40,880
15565,32,880
15566,23,880
15567,61,880
15568,72,880
15569,68,880
15570,9,880
15571,15,880
15572,0,880
15573,82,880
15574,14,880
15575,62,880
15576,27,880
15577,47,880
15578,4,880
15579,93,880
15580,22,880
15581,16,880
15582,74,880
15583,39,880
15584,46,880
15585,49,880
15586,6,880
15587,10,880
15588,2,880
15589,83,880
15590,79,880
15591,38,880
15592,5,880
15593,34,880
15594,83,161
15595,27,161
15596,100,161
15597,71,161
15598,47,161
15599,69,161
15600,88,161
15601,21,161
15602,46,161
15603,96,161
15604,6,161
15605,91,161
15606,90,161
15607,82,161
15608,74,161
15609,30,161
15610,15,161
15611,20,161
15612,22,161
15613,38,161
15614,0,161
15615,35,161
15616,26,161
15617,40,161
15618,78,161
15619,3,161
15620,37,161
15621,10,161
15622,59,161
15623,5,161
15624,67,161
15625,99,161
15626,81,161
15627,4,161
15628,42,161
15629,61,161
15630,9,161
15631,76,1044
15632,24,1044
15633,86,1044
15634,36,1044
15635,70,1044
15636,80,1044
15637,55,1044
15638,81,914
15639,58,914
15640,63,914
15641,40,914
15642,32,914
15643,23,914
15644,61,914
15645,72,914
15646,68,914
15647,9,914
15648,15,914
15649,0,914
15650,82,914
15651,14,914
15652,62,914
15653,27,914
15654,47,914
15655,4,914
15656,93,914
15657,22,914
15658,16,914
15659,74,914
15660,39,914
15661,46,914
15662,49,914
15663,6,914
15664,10,914
15665,2,914
15666,83,914
15667,79,914
15668,38,914
15669,5,914
15670,34,914
15671,25,1089
15672,7,1089
15673,59,1089
15674,94,1089
15675,71,1089
15676,101,1089
15677,23,1089
15678,9,1089
15679,79,1089
15680,52,1089
15681,4,1089
15682,100,1089
15683,11,1089
15684,84,1089
15685,58,1089
15686,10,1089
15687,45,1089
15688,77,1089
15689,75,1089
15690,0,1089
15691,35,1089
15692,67,1089
15693,98,1089
15694,69,1089
15695,1,1089
15696,38,1089
15697,30,1089
15698,85,1089
15699,13,1089
15700,60,1089
15701,34,1089
15702,82,1089
15703,90,1089
15704,81,381
15705,58,381
15706,63,381
15707,40,381
15708,32,381
15709,23,381
15710,61,381
15711,72,381
15712,68,381
15713,9,381
15714,15,381
15715,0,381
15716,82,381
15717,14,381
15718,62,381
15719,27,381
15720,47,381
15721,4,381
15722,93,381
15723,22,381
15724,16,381
15725,74,381
15726,39,381
15727,46,381
15728,49,381
15729,6,381
15730,10,381
15731,2,381
15732,83,381
15733,79,381
15734,38,381
15735,5,381
15736,34,381
15737,22,567
15738,88,567
15739,72,567
15740,13,567
15741,91,567
15742,62,567
15743,35,567
15744,74,567
15745,16,567
15746,23,567
15747,2,567
15748,45,567
15749,32,567
15750,63,567
15751,11,567
15752,77,567
15753,61,567
15754,84,567
15755,39,567
15756,5,567
15757,26,567
15758,58,567
15759,27,567
15760,21,567
15761,96,567
15762,97,567
15763,101,567
15764,92,567
15765,12,567
15766,93,567
15767,85,567
15768,14,567
15769,17,567
15770,51,567
15771,83,567
15772,0,567
15773,84,816
15774,19,816
15775,59,816
15776,101,816
15777,88,816
15778,35,816
15779,96,816
15780,94,816
15781,29,816
15782,79,816
15783,28,816
15784,27,816
15785,15,816
15786,93,816
15787,62,816
15788,2,816
15789,25,816
15790,83,816
15791,26,816
15792,74,816
15793,13,816
15794,91,816
15795,52,816
15796,54,816
15797,95,816
15798,47,816
15799,76,868
15800,24,868
15801,86,868
15802,36,868
15803,70,868
15804,80,868
15805,55,868
15806,81,648
15807,58,648
15808,63,648
15809,40,648
15810,32,648
15811,23,648
15812,61,648
15813,72,648
15814,68,648
15815,9,648
15816,15,648
15817,0,648
15818,82,648
15819,14,648
15820,62,648
15821,27,648
15822,47,648
15823,4,648
15824,93,648
15825,22,648
15826,16,648
15827,74,648
15828,39,648
15829,46,648
15830,49,648
15831,6,648
15832,10,648
15833,2,648
15834,83,648
15835,79,648
15836,38,648
15837,5,648
15838,34,648
15839,84,184
15840,19,184
15841,59,184
15842,101,184
15843,88,184
15844,35,184
15845,96,184
15846,94,184
15847,29,184
15848,79,184
15849,28,184
15850,27,184
15851,15,184
15852,93,184
15853,62,184
15854,2,184
15855,25,184
15856,83,184
15857,26,184
15858,74,184
15859,13,184
15860,91,184
15861,52,184
15862,54,184
15863,95,184
15864,47,184
15865,81,735
15866,58,735
15867,63,735
15868,40,735
15869,32,735
15870,23,735
15871,61,735
15872,72,735
15873,68,735
15874,9,735
15875,15,735
15876,0,735
15877,82,735
15878,14,735
15879,62,735
15880,27,735
15881,47,735
15882,4,735
15883,93,735
15884,22,735
15885,16,735
15886,74,735
15887,39,735
15888,46,735
15889,49,735
15890,6,735
15891,10,735
15892,2,735
15893,83,735
15894,79,735
15895,38,735
15896,5,735
15897,34,735
15898,20,995
15899,97,995
15900,30,995
15901,14,995
15902,81,995
15903,32,995
15904,48,995
15905,45,995
15906,79,995
15907,11,995
15908,59,995
15909,60,995
15910,74,995
15911,35,995
15912,72,995
15913,8,995
15914,21,995
15915,56,995
15916,34,995
15917,84,995
15918,17,995
15919,101,995
15920,67,995
15921,77,995
15922,15,995
15923,88,995
15924,63,995
15925,7,995
15926,85,995
15927,38,995
15928,96,995
15929,68,995
15930,75,995
15931,42,995
15932,95,995
15933,54,995
15934,29,995
15935,58,995
15936,16,995
15937,67,633
15938,72,633
15939,10,633
15940,93,633
15941,37,633
15942,62,633
15943,28,633
15944,40,633
15945,58,633
15946,1,633
15947,2,633
15948,45,633
15949,19,633
15950,5,633
15951,90,633
15952,14,633
15953,95,633
15954,34,633
15955,82,633
15956,77,633
15957,97,633
15958,52,633
15959,69,633
15960,51,633
15961,0,633
15962,13,633
15963,17,633
15964,8,633
15965,29,633
15966,30,633
15967,16,633
15968,60,633
15969,56,633
15970,85,378
15971,48,378
15972,72,378
15973,99,378
15974,45,378
15975,69,378
15976,32,378
15977,10,378
15978,16,378
15979,101,378
15980,78,378
15981,49,378
15982,12,378
15983,79,378
15984,62,378
15985,95,378
15986,11,378
15987,40,378
15988,3,378
15989,96,378
15990,83,378
15991,14,378
15992,60,378
15993,84,378
15994,46,378
15995,92,378
15996,2,378
15997,98,378
15998,4,378
15999,61,378
16000,34,378
16001,22,378
16002,25,287
16003,7,287
16004,59,287
16005,94,287
16006,71,287
16007,101,287
16008,23,287
16009,9,287
16010,79,287
16011,52,287
16012,4,287
16013,100,287
16014,11,287
16015,84,287
16016,58,287
16017,10,287
16018,45,287
16019,77,287
16020,75,287
16021,0,287
16022,35,287
16023,67,287
16024,98,287
16025,69,287
16026,1,287
16027,38,287
16028,30,287
16029,85,287
16030,13,287
16031,60,287
16032,34,287
16033,82,287
16034,90,287
16035,81,985
16036,58,985
16037,63,985
16038,40,985
16039,32,985
16040,23,985
16041,61,985
16042,72,985
16043,68,985
16044,9,985
16045,15,985
16046,0,985
16047,82,985
16048,14,985
16049,62,985
16050,27,985
16051,47,985
16052,4,985
16053,93,985
16054,22,985
16055,16,985
16056,74,985
16057,39,985
16058,46,985
16059,49,985
16060,6,985
16061,10,985
16062,2,985
16063,83,985
16064,79,985
16065,38,985
16066,5,985
16067,34,985
16068,22,70
16069,88,70
16070,72,70
16071,13,70
16072,91,70
16073,62,70
16074,35,70
16075,74,70
16076,16,70
16077,23,70
16078,2,70
16079,45,70
16080,32,70
16081,63,70
16082,11,70
16083,77,70
16084,61,70
16085,84,70
16086,39,70
16087,5,70
16088,26,70
16089,58,70
16090,27,70
16091,21,70
16092,96,70
16093,97,70
16094,101,70
16095,92,70
16096,12,70
16097,93,70
16098,85,70
16099,14,70
16100,17,70
16101,51,70
16102,83,70
16103,0,70
16104,25,239
16105,7,239
16106,59,239
16107,94,239
16108,71,239
16109,101,239
16110,23,239
16111,9,239
16112,79,239
16113,52,239
16114,4,239
16115,100,239
16116,11,239
16117,84,239
16118,58,239
16119,10,239
16120,45,239
16121,77,239
16122,75,239
16123,0,239
16124,35,239
16125,67,239
16126,98,239
16127,69,239
16128,1,239
16129,38,239
16130,30,239
16131,85,239
16132,13,239
16133,60,239
16134,34,239
16135,82,239
16136,90,239
16137,76,592
16138,24,592
16139,86,592
16140,36,592
16141,70,592
16142,80,592
16143,55,592
16144,85,174
16145,48,174
16146,72,174
16147,99,174
16148,45,174
16149,69,174
16150,32,174
16151,10,174
16152,16,174
16153,101,174
16154,78,174
16155,49,174
16156,12,174
16157,79,174
16158,62,174
16159,95,174
16160,11,174
16161,40,174
16162,3,174
16163,96,174
16164,83,174
16165,14,174
16166,60,174
16167,84,174
16168,46,174
16169,92,174
16170,2,174
16171,98,174
16172,4,174
16173,61,174
16174,34,174
16175,22,174
16176,20,325
16177,97,325
16178,30,325
16179,14,325
16180,81,325
16181,32,325
16182,48,325
16183,45,325
16184,79,325
16185,11,325
16186,59,325
16187,60,325
16188,74,325
16189,35,325
16190,72,325
16191,8,325
16192,21,325
16193,56,325
16194,34,325
16195,84,325
16196,17,325
16197,101,325
16198,67,325
16199,77,325
16200,15,325
16201,88,325
16202,63,325
16203,7,325
16204,85,325
16205,38,325
16206,96,325
16207,68,325
16208,75,325
16209,42,325
16210,95,325
16211,54,325
16212,29,325
16213,58,325
16214,16,325
16215,67,351
16216,72,351
16217,10,351
16218,93,351
16219,37,351
16220,62,351
16221,28,351
16222,40,351
16223,58,351
16224,1,351
16225,2,351
16226,45,351
16227,19,351
16228,5,351
16229,90,351
16230,14,351
16231,95,351
16232,34,351
16233,82,351
16234,77,351
16235,97,351
16236,52,351
16237,69,351
16238,51,351
16239,0,351
16240,13,351
16241,17,351
16242,8,351
16243,29,351
16244,30,351
16245,16,351
16246,60,351
16247,56,351
16248,67,177
16249,72,177
16250,10,177
16251,93,177
16252,37,177
16253,62,177
16254,28,177
16255,40,177
16256,58,177
16257,1,177
16258,2,177
16259,45,177
16260,19,177
16261,5,177
16262,90,177
16263,14,177
16264,95,177
16265,34,177
16266,82,177
16267,77,177
16268,97,177
16269,52,177
16270,69,177
16271,51,177
16272,0,177
16273,13,177
16274,17,177
16275,8,177
16276,29,177
16277,30,177
16278,16,177
16279,60,177
16280,56,177
16281,33,1088
16282,50,1088
16283,57,1088
16284,66,1088
16285,65,1088
16286,31,1088
16287,73,1088
16288,18,1088
16289,41,1088
16290,43,1088
16291,53,1088
16292,64,1088
16293,87,1088
16294,89,1088
16295,44,1088
16296,85,97
16297,48,97
16298,72,97
16299,99,97
16300,45,97
16301,69,97
16302,32,97
16303,10,97
16304,16,97
16305,101,97
16306,78,97
16307,49,97
16308,12,97
16309,79,97
16310,62,97
16311,95,97
16312,11,97
16313,40,97
16314,3,97
16315,96,97
16316,83,97
16317,14,97
16318,60,97
16319,84,97
16320,46,97
16321,92,97
16322,2,97
16323,98,97
16324,4,97
16325,61,97
16326,34,97
16327,22,97
16328,33,672
16329,50,672
16330,57,672
16331,66,672
16332,65,672
16333,31,672
16334,73,672
16335,18,672
16336,41,672
16337,43,672
16338,53,672
16339,64,672
16340,87,672
16341,89,672
16342,44,672
16343,84,984
16344,19,984
16345,59,984
16346,101,984
16347,88,984
16348,35,984
16349,96,984
16350,94,984
16351,29,984
16352,79,984
16353,28,984
16354,27,984
16355,15,984
16356,93,984
16357,62,984
16358,2,984
16359,25,984
16360,83,984
16361,26,984
16362,74,984
16363,13,984
16364,91,984
16365,52,984
16366,54,984
16367,95,984
16368,47,984
16369,76,264
16370,24,264
16371,86,264
16372,36,264
16373,70,264
16374,80,264
16375,55,264
16376,84,256
16377,19,256
16378,59,256
16379,101,256
16380,88,256
16381,35,256
16382,96,256
16383,94,256
16384,29,256
16385,79,256
16386,28,256
16387,27,256
16388,15,256
16389,93,256
16390,62,256
16391,2,256
16392,25,256
16393,83,256
16394,26,256
16395,74,256
16396,13,256
16397,91,256
16398,52,256
16399,54,256
16400,95,256
16401,47,256
16402,76,959
16403,24,959
16404,86,959
16405,36,959
16406,70,959
16407,80,959
16408,55,959
16409,20,958
16410,97,958
16411,30,958
16412,14,958
16413,81,958
16414,32,958
16415,48,958
16416,45,958
16417,79,958
16418,11,958
16419,59,958
16420,60,958
16421,74,958
16422,35,958
16423,72,958
16424,8,958
16425,21,958
16426,56,958
16427,34,958
16428,84,958
16429,17,958
16430,101,958
16431,67,958
16432,77,958
16433,15,958
16434,88,958
16435,63,958
16436,7,958
16437,85,958
16438,38,958
16439,96,958
16440,68,958
16441,75,958
16442,42,958
16443,95,958
16444,54,958
16445,29,958
16446,58,958
16447,16,958
16448,33,541
16449,50,541
16450,57,541
16451,66,541
16452,65,541
16453,31,541
16454,73,541
16455,18,541
16456,41,541
16457,43,541
16458,53,541
16459,64,541
16460,87,541
16461,89,541
16462,44,541
16463,85,394
16464,48,394
16465,72,394
16466,99,394
16467,45,394
16468,69,394
16469,32,394
16470,10,394
16471,16,394
16472,101,394
16473,78,394
16474,49,394
16475,12,394
16476,79,394
16477,62,394
16478,95,394
16479,11,394
16480,40,394
16481,3,394
16482,96,394
16483,83,394
16484,14,394
16485,60,394
16486,84,394
16487,46,394
16488,92,394
16489,2,394
16490,98,394
16491,4,394
16492,61,394
16493,34,394
16494,22,394
16495,84,1039
16496,19,1039
16497,59,1039
16498,101,1039
16499,88,1039
16500,35,1039
16501,96,1039
16502,94,1039
16503,29,1039
16504,79,1039
16505,28,1039
16506,27,1039
16507,15,1039
16508,93,1039
16509,62,1039
16510,2,1039
16511,25,1039
16512,83,1039
16513,26,1039
16514,74,1039
16515,13,1039
16516,91,1039
16517,52,1039
16518,54,1039
16519,95,1039
16520,47,1039
16521,20,333
16522,97,333
16523,30,333
16524,14,333
16525,81,333
16526,32,333
16527,48,333
16528,45,333
16529,79,333
16530,11,333
16531,59,333
16532,60,333
16533,74,333
16534,35,333
16535,72,333
16536,8,333
16537,21,333
16538,56,333
16539,34,333
16540,84,333
16541,17,333
16542,101,333
16543,67,333
16544,77,333
16545,15,333
16546,88,333
16547,63,333
16548,7,333
16549,85,333
16550,38,333
16551,96,333
16552,68,333
16553,75,333
16554,42,333
16555,95,333
16556,54,333
16557,29,333
16558,58,333
16559,16,333
16560,67,131
16561,72,131
16562,10,131
16563,93,131
16564,37,131
16565,62,131
16566,28,131
16567,40,131
16568,58,131
16569,1,131
16570,2,131
16571,45,131
16572,19,131
16573,5,131
16574,90,131
16575,14,131
16576,95,131
16577,34,131
16578,82,131
16579,77,131
16580,97,131
16581,52,131
16582,69,131
16583,51,131
16584,0,131
16585,13,131
16586,17,131
16587,8,131
16588,29,131
16589,30,131
16590,16,131
16591,60,131
16592,56,131
16593,67,683
16594,72,683
16595,10,683
16596,93,683
16597,37,683
16598,62,683
16599,28,683
16600,40,683
16601,58,683
16602,1,683
16603,2,683
16604,45,683
16605,19,683
16606,5,683
16607,90,683
16608,14,683
16609,95,683
16610,34,683
16611,82,683
16612,77,683
16613,97,683
16614,52,683
16615,69,683
16616,51,683
16617,0,683
16618,13,683
16619,17,683
16620,8,683
16621,29,683
16622,30,683
16623,16,683
16624,60,683
16625,56,683
16626,20,373
16627,97,373
16628,30,373
16629,14,373
16630,81,373
16631,32,373
16632,48,373
16633,45,373
16634,79,373
16635,11,373
16636,59,373
16637,60,373
16638,74,373
16639,35,373
16640,72,373
16641,8,373
16642,21,373
16643,56,373
16644,34,373
16645,84,373
16646,17,373
16647,101,373
16648,67,373
16649,77,373
16650,15,373
16651,88,373
16652,63,373
16653,7,373
16654,85,373
16655,38,373
16656,96,373
16657,68,373
16658,75,373
16659,42,373
16660,95,373
16661,54,373
16662,29,373
16663,58,373
16664,16,373
16665,22,117
16666,88,117
16667,72,117
16668,13,117
16669,91,117
16670,62,117
16671,35,117
16672,74,117
16673,16,117
16674,23,117
16675,2,117
16676,45,117
16677,32,117
16678,63,117
16679,11,117
16680,77,117
16681,61,117
16682,84,117
16683,39,117
16684,5,117
16685,26,117
16686,58,117
16687,27,117
16688,21,117
16689,96,117
16690,97,117
16691,101,117
16692,92,117
16693,12,117
16694,93,117
16695,85,117
16696,14,117
16697,17,117
16698,51,117
16699,83,117
16700,0,117
16701,67,645
16702,72,645
16703,10,645
16704,93,645
16705,37,645
16706,62,645
16707,28,645
16708,40,645
16709,58,645
16710,1,645
16711,2,645
16712,45,645
16713,19,645
16714,5,645
16715,90,645
16716,14,645
16717,95,645
16718,34,645
16719,82,645
16720,77,645
16721,97,645
16722,52,645
16723,69,645
16724,51,645
16725,0,645
16726,13,645
16727,17,645
16728,8,645
16729,29,645
16730,30,645
16731,16,645
16732,60,645
16733,56,645
16734,25,368
16735,7,368
16736,59,368
16737,94,368
16738,71,368
16739,101,368
16740,23,368
16741,9,368
16742,79,368
16743,52,368
16744,4,368
16745,100,368
16746,11,368
16747,84,368
16748,58,368
16749,10,368
16750,45,368
16751,77,368
16752,75,368
16753,0,368
16754,35,368
16755,67,368
16756,98,368
16757,69,368
16758,1,368
16759,38,368
16760,30,368
16761,85,368
16762,13,368
16763,60,368
16764,34,368
16765,82,368
16766,90,368
16767,84,628
16768,19,628
16769,59,628
16770,101,628
16771,88,628
16772,35,628
16773,96,628
16774,94,628
16775,29,628
16776,79,628
16777,28,628
16778,27,628
16779,15,628
16780,93,628
16781,62,628
16782,2,628
16783,25,628
16784,83,628
16785,26,628
16786,74,628
16787,13,628
16788,91,628
16789,52,628
16790,54,628
16791,95,628
16792,47,628
16793,84,401
16794,19,401
16795,59,401
16796,101,401
16797,88,401
16798,35,401
16799,96,401
16800,94,401
16801,29,401
16802,79,401
16803,28,401
16804,27,401
16805,15,401
16806,93,401
16807,62,401
16808,2,401
16809,25,401
16810,83,401
16811,26,401
16812,74,401
16813,13,401
16814,91,401
16815,52,401
16816,54,401
16817,95,401
16818,47,401
16819,83,960
16820,27,960
16821,100,960
16822,71,960
16823,47,960
16824,69,960
16825,88,960
16826,21,960
16827,46,960
16828,96,960
16829,6,960
16830,91,960
16831,90,960
16832,82,960
16833,74,960
16834,30,960
16835,15,960
16836,20,960
16837,22,960
16838,38,960
16839,0,960
16840,35,960
16841,26,960
16842,40,960
16843,78,960
16844,3,960
16845,37,960
16846,10,960
16847,59,960
16848,5,960
16849,67,960
16850,99,960
16851,81,960
16852,4,960
16853,42,960
16854,61,960
16855,9,960
16856,85,428
16857,48,428
16858,72,428
16859,99,428
16860,45,428
16861,69,428
16862,32,428
16863,10,428
16864,16,428
16865,101,428
16866,78,428
16867,49,428
16868,12,428
16869,79,428
16870,62,428
16871,95,428
16872,11,428
16873,40,428
16874,3,428
16875,96,428
16876,83,428
16877,14,428
16878,60,428
16879,84,428
16880,46,428
16881,92,428
16882,2,428
16883,98,428
16884,4,428
16885,61,428
16886,34,428
16887,22,428
16888,20,54
16889,97,54
16890,30,54
16891,14,54
16892,81,54
16893,32,54
16894,48,54
16895,45,54
16896,79,54
16897,11,54
16898,59,54
16899,60,54
16900,74,54
16901,35,54
16902,72,54
16903,8,54
16904,21,54
16905,56,54
16906,34,54
16907,84,54
16908,17,54
16909,101,54
16910,67,54
16911,77,54
16912,15,54
16913,88,54
16914,63,54
16915,7,54
16916,85,54
16917,38,54
16918,96,54
16919,68,54
16920,75,54
16921,42,54
16922,95,54
16923,54,54
16924,29,54
16925,58,54
16926,16,54
16927,84,807
16928,19,807
16929,59,807
16930,101,807
16931,88,807
16932,35,807
16933,96,807
16934,94,807
16935,29,807
16936,79,807
16937,28,807
16938,27,807
16939,15,807
16940,93,807
16941,62,807
16942,2,807
16943,25,807
16944,83,807
16945,26,807
16946,74,807
16947,13,807
16948,91,807
16949,52,807
16950,54,807
16951,95,807
16952,47,807
16953,22,727
16954,88,727
16955,72,727
16956,13,727
16957,91,727
16958,62,727
16959,35,727
16960,74,727
16961,16,727
16962,23,727
16963,2,727
16964,45,727
16965,32,727
16966,63,727
16967,11,727
16968,77,727
16969,61,727
16970,84,727
16971,39,727
16972,5,727
16973,26,727
16974,58,727
16975,27,727
16976,21,727
16977,96,727
16978,97,727
16979,101,727
16980,92,727
16981,12,727
16982,93,727
16983,85,727
16984,14,727
16985,17,727
16986,51,727
16987,83,727
16988,0,727
16989,83,346
16990,27,346
16991,100,346
16992,71,346
16993,47,346
16994,69,346
16995,88,346
16996,21,346
16997,46,346
16998,96,346
16999,6,346
17000,91,346
17001,90,346
17002,82,346
17003,74,346
17004,30,346
17005,15,346
17006,20,346
17007,22,346
17008,38,346
17009,0,346
17010,35,346
17011,26,346
17012,40,346
17013,78,346
17014,3,346
17015,37,346
17016,10,346
17017,59,346
17018,5,346
17019,67,346
17020,99,346
17021,81,346
17022,4,346
17023,42,346
17024,61,346
17025,9,346
17026,22,560
17027,88,560
17028,72,560
17029,13,560
17030,91,560
17031,62,560
17032,35,560
17033,74,560
17034,16,560
17035,23,560
17036,2,560
17037,45,560
17038,32,560
17039,63,560
17040,11,560
17041,77,560
17042,61,560
17043,84,560
17044,39,560
17045,5,560
17046,26,560
17047,58,560
17048,27,560
17049,21,560
17050,96,560
17051,97,560
17052,101,560
17053,92,560
17054,12,560
17055,93,560
17056,85,560
17057,14,560
17058,17,560
17059,51,560
17060,83,560
17061,0,560
17062,84,271
17063,19,271
17064,59,271
17065,101,271
17066,88,271
17067,35,271
17068,96,271
17069,94,271
17070,29,271
17071,79,271
17072,28,271
17073,27,271
17074,15,271
17075,93,271
17076,62,271
17077,2,271
17078,25,271
17079,83,271
17080,26,271
17081,74,271
17082,13,271
17083,91,271
17084,52,271
17085,54,271
17086,95,271
17087,47,271
17088,25,203
17089,7,203
17090,59,203
17091,94,203
17092,71,203
17093,101,203
17094,23,203
17095,9,203
17096,79,203
17097,52,203
17098,4,203
17099,100,203
17100,11,203
17101,84,203
17102,58,203
17103,10,203
17104,45,203
17105,77,203
17106,75,203
17107,0,203
17108,35,203
17109,67,203
17110,98,203
17111,69,203
17112,1,203
17113,38,203
17114,30,203
17115,85,203
17116,13,203
17117,60,203
17118,34,203
17119,82,203
17120,90,203
17121,81,773
17122,58,773
17123,63,773
17124,40,773
17125,32,773
17126,23,773
17127,61,773
17128,72,773
17129,68,773
17130,9,773
17131,15,773
17132,0,773
17133,82,773
17134,14,773
17135,62,773
17136,27,773
17137,47,773
17138,4,773
17139,93,773
17140,22,773
17141,16,773
17142,74,773
17143,39,773
17144,46,773
17145,49,773
17146,6,773
17147,10,773
17148,2,773
17149,83,773
17150,79,773
17151,38,773
17152,5,773
17153,34,773
17154,25,561
17155,7,561
17156,59,561
17157,94,561
17158,71,561
17159,101,561
17160,23,561
17161,9,561
17162,79,561
17163,52,561
17164,4,561
17165,100,561
17166,11,561
17167,84,561
17168,58,561
17169,10,561
17170,45,561
17171,77,561
17172,75,561
17173,0,561
17174,35,561
17175,67,561
17176,98,561
17177,69,561
17178,1,561
17179,38,561
17180,30,561
17181,85,561
17182,13,561
17183,60,561
17184,34,561
17185,82,561
17186,90,561
17187,67,848
17188,72,848
17189,10,848
17190,93,848
17191,37,848
17192,62,848
17193,28,848
17194,40,848
17195,58,848
17196,1,848
17197,2,848
17198,45,848
17199,19,848
17200,5,848
17201,90,848
17202,14,848
17203,95,848
17204,34,848
17205,82,848
17206,77,848
17207,97,848
17208,52,848
17209,69,848
17210,51,848
17211,0,848
17212,13,848
17213,17,848
17214,8,848
17215,29,848
17216,30,848
17217,16,848
17218,60,848
17219,56,848
17220,22,756
17221,88,756
17222,72,756
17223,13,756
17224,91,756
17225,62,756
17226,35,756
17227,74,756
17228,16,756
17229,23,756
17230,2,756
17231,45,756
17232,32,756
17233,63,756
17234,11,756
17235,77,756
17236,61,756
17237,84,756
17238,39,756
17239,5,756
17240,26,756
17241,58,756
17242,27,756
17243,21,756
17244,96,756
17245,97,756
17246,101,756
17247,92,756
17248,12,756
17249,93,756
17250,85,756
17251,14,756
17252,17,756
17253,51,756
17254,83,756
17255,0,756
17256,84,956
17257,19,956
17258,59,956
17259,101,956
17260,88,956
17261,35,956
17262,96,956
17263,94,956
17264,29,956
17265,79,956
17266,28,956
17267,27,956
17268,15,956
17269,93,956
17270,62,956
17271,2,956
17272,25,956
17273,83,956
17274,26,956
17275,74,956
17276,13,956
17277,91,956
17278,52,956
17279,54,956
17280,95,956
17281,47,956
